age,income,score,visits,segment
46.0,83612.12342127648,833.9671274429855,8,B
28.0,37477.693095104136,546.6494185414648,14,A
30.0,26528.28916214233,560.1785254183204,9,B
28.0,34241.532001439686,543.888311734516,4,A
49.0,21861.14298883521,866.8596421774661,3,B
35.0,37428.69608554521,539.8890000737641,0,B
61.0,61369.59556619357,679.296767822715,9,A
24.0,40979.29675011819,550.6595576897286,17,A
58.0,51906.4449353065,661.8901676242265,3,B
14.0,21782.449575115097,697.4843755924453,14,A
54.0,61364.5024355167,522.888194865702,3,B
43.0,57839.03155496477,509.8321141818423,15,A
40.0,41320.51602505776,628.2660493050166,1,B
19.0,31268.53652337088,619.2603269695544,5,A
38.0,27289.993906123145,618.4341718504485,1,A
39.0,44127.82666851176,625.4747502970354,18,A
36.0,37866.06239916718,482.2039233911887,12,A
45.0,36280.65918393871,654.9363707240294,1,A
50.0,11806.030300479517,489.8763404449057,10,B
43.0,36096.734191015305,664.7246265017252,9,A
35.0,48765.25950908437,718.9600040329707,12,A
45.0,31994.2415979867,476.3507672163671,5,A
48.0,66586.65215944812,700.6286331685845,12,A
30.0,49434.66114962896,711.9595763092298,4,B
58.0,22029.635315510848,641.8082634711122,2,B
48.0,36967.27121789524,560.1785254183204,8,A
44.0,46213.78539628358,656.9204433537169,14,B
43.0,32008.005835425312,768.1914907336028,16,B
29.0,27202.19495657501,649.6293622220524,8,B
50.0,16190.352681425931,550.6595576897286,15,A
16.0,37127.239185686296,547.0885331933042,1,A
36.0,48709.51078848201,596.2470381056258,13,A
43.0,31216.126656114186,703.6063393761751,18,B
45.0,24923.19167100064,641.2683878750933,1,B
51.0,43061.97792396671,538.7451656019795,4,A
47.0,20543.20481805287,768.1914907336028,18,A
51.0,41399.24430056188,668.955888923676,15,B
38.0,49396.18055488941,619.7754773793382,19,B
43.0,53927.88989594932,605.1396668729803,2,A
33.0,19708.64879934378,562.2129860362365,14,B
19.0,51168.25082633752,786.4682144435651,12,A
57.0,15340.75507449126,717.2176130155358,4,A
56.0,28579.59882707476,668.1428836887309,4,B
16.0,41631.06870731546,551.7600095342002,14,B
42.0,15627.163427546242,699.1279341690099,9,B
51.0,23285.854295007444,562.2129860362365,3,A
15.0,32507.68955858332,596.0630030620392,5,A
22.0,44662.79728635539,606.9869938477582,17,A
27.0,27674.10025766929,729.9469065979591,4,A
46.0,33992.17641689034,702.0199204462691,8,A
26.0,36967.27121789524,656.3190973072008,12,A
35.0,44127.82666851176,583.1154308123371,17,A
45.0,45783.76828443871,420.6356036973805,14,A
53.0,8248.078813170401,617.3333469738665,6,A
51.0,30959.85677289719,536.5852663872345,9,B
27.0,58953.185105757184,479.6641688639986,2,A
53.0,34896.26973421742,557.4028294213263,11,B
34.0,21202.564065671715,717.6386486785483,2,B
48.0,14863.238733906386,628.3875896530324,7,B
30.0,70080.7856112024,529.4139481781563,7,A
59.0,35270.22413593877,560.8306429545659,6,A
32.0,23298.68434646816,541.5348823098757,10,B
41.0,19177.47663570993,470.0172977638714,0,B
36.0,14180.1841416384,595.1317859058686,16,A
29.0,22892.32038776304,806.8387680626422,18,A
41.0,41102.85860728997,500.302550715121,19,B
32.0,40852.53620468736,560.8306429545659,7,A
50.0,19435.22131250469,635.2659402787823,14,B
33.0,39894.22253384244,596.8299199949495,10,A
37.0,32516.93602686384,591.6570450901071,10,A
45.0,40979.29675011819,646.0352929958734,13,B
35.0,52459.22846561127,629.4676706880198,3,A
36.0,38159.0187259798,784.6868967630418,6,B
24.0,51906.4449353065,481.3637326578046,2,A
43.0,79408.36631056272,685.1192823511116,0,A
42.0,27289.993906123145,654.8374758493894,9,B
37.0,23516.94198858941,629.7694842945735,5,A
42.0,23596.201396005505,589.0420433351794,5,A
24.0,43596.721707768986,685.9982673077238,8,B
43.0,56789.49635360033,654.8374758493894,11,B
44.0,41734.01836020889,643.8115056143316,3,B
34.0,101151.81898019135,606.5463335155109,6,A
32.0,44127.82666851176,668.301602314315,10,A
23.0,63831.96921297432,633.6745132448921,14,B
27.0,66181.29367638964,691.0559848861744,3,A
25.0,88661.78143996121,691.5728458677202,8,A
40.0,80349.25133504883,657.534644658585,7,B
39.0,25436.717475059075,699.0372304379679,19,A
45.0,36524.02878454272,589.0420433351794,15,A
42.0,34896.26973421742,539.8890000737641,6,A
23.0,46892.40060391464,427.76045754171423,3,A
42.0,28549.064231504504,762.0949020027117,9,B
35.0,48709.51078848201,617.0600465852281,12,B
42.0,50581.08570977348,614.2273874136042,8,A
51.0,21202.564065671715,682.3163216588489,15,A
50.0,47966.91212079994,804.703478815055,19,B
30.0,17604.96723190249,568.3163871457342,16,A
47.0,44913.01727354888,658.758828755767,2,A
27.0,51891.48905054755,539.8890000737641,16,B
53.0,129918.67753909754,678.5855538168502,1,B
46.0,28427.859412590635,505.1505056015684,3,A
33.0,20663.199962821946,531.1955616698051,12,B
61.0,41102.85860728997,686.4018976278016,0,A
36.0,33420.376875312504,727.0368458599559,8,B
39.0,45440.63523708008,633.6745132448921,11,B
36.0,17183.08339104699,482.2039233911887,12,B
37.0,37028.99759454776,540.1597586491569,15,B
39.0,37022.849737615565,470.0172977638714,3,B
29.0,43898.70137464607,678.2101763133738,4,A
26.0,39894.22253384244,727.0368458599559,10,A
48.0,34485.3523470214,618.7457917920643,19,B
33.0,44662.79728635539,659.4678330710564,1,B
46.0,38546.20499991809,715.9541649907984,17,A
41.0,51891.48905054755,715.9541649907984,18,B
30.0,14180.1841416384,771.3434125711399,0,B
43.0,14863.238733906386,600.1967877867557,13,A
48.0,31298.902707682424,616.8421547331313,17,A
56.0,20812.436153930437,596.8299199949495,10,A
43.0,43145.03443730083,687.846975842198,10,A
50.0,40191.01083162846,693.4075570633568,16,A
37.0,37256.10225347459,657.2594051001738,6,A
43.0,51577.03653608963,694.4860219058521,15,A
41.0,23221.34033677406,657.534644658585,2,A
39.0,40368.49231161959,832.5306301820849,13,B
34.0,43977.91557700127,729.6392226356254,15,A
41.0,101737.28020926307,617.0280497234426,7,B
44.0,23235.45651852681,628.3257495873753,0,B
43.0,53298.24166609076,677.1900288954163,3,B
54.0,34437.76409508679,630.7650242343726,19,B
71.0,42852.534801252965,605.1396668729803,0,B
32.0,21861.14298883521,723.6920597115834,13,A
36.0,38769.22706148918,643.3240973418725,15,B
48.0,22892.32038776304,566.3965032330958,1,A
43.0,47011.558972999344,678.5855538168502,6,B
30.0,49639.52153751258,585.2410944885787,3,A
34.0,21800.506669849943,756.2904853479549,12,A
46.0,46990.709993886834,753.245100985694,4,A
75.0,14329.59555442578,609.971113808248,8,B
33.0,22980.97415834268,560.1785254183204,5,A
36.0,19435.22131250469,680.083549569809,17,A
41.0,44805.86385070561,687.846975842198,17,A
46.0,30156.074315800983,828.3785473127639,2,A
43.0,13787.484421313096,573.6166546295343,14,B
20.0,36949.44615011747,633.6744387961252,12,B
35.0,93068.1630883033,685.5781454556186,4,A
48.0,21782.449575115097,573.6166546295343,8,A
41.0,39894.22253384244,489.8763404449057,12,A
38.0,36570.3327808059,633.2472938368313,8,A
30.0,27813.41748022781,634.7391631732361,4,B
41.0,47204.93341628162,733.5898249963542,8,B
36.0,29210.8724615808,685.0009798895896,17,A
46.0,29270.348350030417,715.935969583669,18,B
50.0,68680.70695841695,792.8254715379782,0,A
30.0,36881.25251570227,648.2201764120631,10,B
39.0,25674.32945265297,528.8196179365168,5,B
41.0,23596.201396005505,658.758828755767,15,B
30.0,20663.199962821946,671.6076347357829,5,B
42.0,46213.78539628358,828.3785473127639,4,B
43.0,44805.86385070561,560.1785254183204,14,A
25.0,81264.82113338586,562.2129860362365,14,A
28.0,36068.55110458707,638.4777871956259,14,A
29.0,31298.902707682424,748.6321547282157,12,B
30.0,17546.131151274145,727.0126057989473,17,B
45.0,26200.71364318258,524.5655666855602,7,B
31.0,35479.35882566729,744.6024593402126,2,B
28.0,35054.51882199813,699.1416350685652,18,A
14.0,59926.41661516988,538.7451656019795,19,B
44.0,41029.72957433352,740.003513736642,4,B
45.0,10073.14075249346,597.5156050687226,6,A
42.0,33062.81462210181,687.846975842198,19,A
49.0,47011.558972999344,635.2659402787823,3,A
19.0,29549.77958924522,678.8473342125474,12,A
27.0,47966.91212079994,714.3656241267869,0,B
42.0,8248.078813170401,555.2697334481383,18,B
62.0,27202.19495657501,489.8763404449057,16,B
54.0,36424.916556053,748.103436451916,18,A
43.0,44265.76849887268,680.083549569809,14,B
47.0,101350.7438197847,723.3049152859653,16,B
22.0,44534.43942254079,730.6008616789247,12,A
53.0,29270.348350030417,753.0755399454602,14,B
50.0,119527.42732014687,586.2471208562648,17,A
34.0,31268.53652337088,610.8738025504861,4,A
29.0,8248.078813170401,620.8449398188432,10,A
44.0,28427.859412590635,806.8387680626422,12,A
40.0,69124.57259991847,670.0357040208609,17,B
49.0,41258.2638901056,765.9475840989043,18,A
41.0,45136.30252460458,679.296767822715,17,A
36.0,43596.721707768986,832.5306301820849,18,A
37.0,43898.70137464607,750.8749858850388,13,A
53.0,36424.916556053,453.93022971679306,19,A
45.0,10868.346303349908,772.5423112480842,6,A
42.0,57199.513949536165,573.5499866078882,6,B
22.0,41541.85382240243,640.7600896560853,3,A
35.0,37716.6395704514,846.5939273660713,12,B
49.0,58455.83708913585,715.9541649907984,14,A
58.0,32841.48141869395,481.3637326578046,12,B
38.0,52559.77309854832,565.337515932989,1,B
38.0,24937.352930555644,768.991863174869,14,A
48.0,47944.10078736149,699.5761572385983,18,A
39.0,40482.11689395901,551.2149530470817,3,B
15.0,39931.53718930077,668.1428836887309,10,A
53.0,79278.25046017139,772.5423112480842,14,B
28.0,30849.289475762467,685.0009798895896,6,A
70.0,74469.94337131736,749.6507968137498,15,A
36.0,22357.68167675377,712.6047060572128,16,B
27.0,32811.7843103571,636.8279177964839,4,B
59.0,30305.47691573301,453.93022971679306,17,A
45.0,24915.271552700997,657.534644658585,1,B
39.0,31955.00071084558,712.2087624222829,13,B
22.0,28509.28019735769,699.1416350685652,12,A
33.0,15490.830832828344,703.6063393761751,5,A
53.0,35101.87658580287,488.8717924107768,3,A
48.0,15285.564988696204,682.9577265701403,18,A
29.0,20308.31343330347,617.0600465852281,16,B
38.0,25740.3186048579,698.2121957045199,1,A
35.0,56959.30144252169,670.4725480083379,8,A
32.0,22892.32038776304,517.5923725451853,15,B
43.0,30602.271911799595,453.93022971679306,15,B
34.0,22225.38293344239,772.5423112480842,11,B
21.0,17132.769813636147,733.5898249963542,14,B
56.0,23800.868153102885,609.4315775657407,4,A
46.0,10395.726403323062,505.3842512180054,13,B
37.0,79278.25046017139,610.8738025504861,4,A
41.0,63353.34243929452,817.6799000180351,14,A
34.0,36280.65918393871,794.1393558197717,6,A
22.0,59498.27339392639,555.5999377226193,0,B
41.0,32333.700843217182,571.1873574151339,6,B
28.0,41631.06870731546,723.6920597115834,16,A
38.0,37389.19976896003,695.065045881314,11,B
28.0,50724.434133316456,706.9581618392841,4,B
71.0,29629.569925037496,628.3875896530324,11,A
48.0,52459.22846561127,609.9404204994468,7,B
36.0,45783.76828443871,578.4634118416418,0,A
36.0,37716.6395704514,727.3973018340008,3,B
33.0,14101.364903444966,488.8717924107768,15,A
25.0,18562.754702812344,636.8049779683025,17,A
26.0,25007.995473864656,585.2410944885787,19,A
35.0,70833.90505467798,697.4843755924453,19,A
40.0,29106.946734052937,619.2603269695544,0,B
44.0,46415.25030112227,575.877351107428,18,A
41.0,11779.44514543974,676.269437826523,12,A
48.0,31298.902707682424,798.759584609865,14,B
29.0,40979.29675011819,643.2119574670393,15,B
39.0,34437.76409508679,657.7930730366226,8,B
49.0,71777.13999723966,650.107187740359,15,A
49.0,24766.132189127908,714.4542911394001,10,A
30.0,61369.59556619357,828.3785473127639,6,A
38.0,10883.89025932459,614.875687191605,19,B
54.0,45518.96359742973,676.9120750951898,1,B
51.0,44534.43942254079,753.245100985694,17,B
50.0,75402.02673129288,679.296767822715,10,B
50.0,31074.003074363198,607.766589014055,9,A
61.0,40202.88830100972,720.1234883265216,19,B
42.0,26715.83124779755,652.8847941438237,10,A
57.0,45518.96359742973,517.5923725451853,19,A
37.0,87277.28500961637,628.9541260434918,16,A
19.0,90278.03141867345,690.7918598781229,7,A
39.0,30306.41730381928,740.003513736642,1,B
34.0,64088.76418235446,686.776476401199,14,A
43.0,38774.91954111835,636.9760802693914,12,B
51.0,22357.68167675377,524.5655666855602,19,B
46.0,47598.94163446541,687.4842222804962,19,B
44.0,30978.439010255985,713.6670924175819,17,B
39.0,28526.96104441475,628.3875896530324,14,A
63.0,14315.203358137484,702.3727622758229,3,A
21.0,34785.28300257958,609.9404204994468,9,A
16.0,43791.42171174473,610.6675508027613,1,A
16.0,53927.88989594932,755.5210558193116,0,B
58.0,42396.031534471855,658.758828755767,8,A
56.0,81999.50370188155,745.2330850634995,5,A
29.0,40730.84137193914,681.2424477055614,19,A
19.0,45136.30252460458,828.3785473127639,7,A
46.0,74524.89204405437,664.1809093559085,15,B
39.0,43144.16461012459,581.699262193007,0,A
28.0,68680.70695841695,754.285205424647,19,B
28.0,56959.30144252169,636.2748391826922,5,B
44.0,44265.76849887268,727.9115302573921,19,B
41.0,72061.16089630996,674.1576594015417,4,A
46.0,22980.97415834268,832.5306301820849,19,B
45.0,49895.47376087371,521.5783002293946,3,A
30.0,67776.78373695936,668.1428836887309,1,A
18.0,59745.59199618955,596.2470381056258,17,B
56.0,34485.3523470214,676.269437826523,19,B
53.0,21939.71020433049,576.9697610624938,15,A
38.0,53285.068803611415,538.1512272160919,15,B
21.0,53577.457766675296,592.031115878582,8,A
36.0,13788.372998754026,600.6965529446313,8,B
40.0,55687.42637758036,585.983064271852,18,B
59.0,24766.132189127908,606.5463335155109,8,B
58.0,40202.88830100972,614.875687191605,9,B
38.0,71654.43289989854,765.9475840989043,8,B
30.0,35810.94212845885,653.220520160037,15,B
28.0,35479.35882566729,648.1413031319707,9,B
53.0,65766.2814913931,628.2660493050166,12,B
37.0,48709.51078848201,602.3128880275067,14,A
46.0,34660.31582001963,573.5499866078882,13,B
28.0,74524.89204405437,630.488311185813,13,A
59.0,27739.546380429707,682.87860615207,6,B
68.0,20663.199962821946,505.3842512180054,4,A
55.0,22915.637141005496,656.3190973072008,5,A
33.0,41399.24430056188,567.4082384356122,11,B
38.0,44265.76849887268,564.0187188945829,13,A
32.0,30887.41652849214,529.4139481781563,15,A
35.0,38546.20499991809,618.4341718504485,14,B
37.0,36092.49953192988,597.5156050687226,12,A
47.0,74142.38476164927,614.8009836376233,15,A
45.0,32333.700843217182,682.87860615207,6,A
58.0,44913.01727354888,508.5902309648495,12,A
45.0,66642.30829120839,632.5576697516462,1,A
51.0,24915.271552700997,535.8290878251007,15,A
42.0,14329.59555442578,636.8279177964839,19,A
55.0,12602.780907284676,555.5999377226193,8,A
28.0,35397.67588822787,618.7457917920643,14,A
56.0,55993.1319927032,694.4860219058521,15,B
42.0,43145.03443730083,578.4634118416418,13,B
49.0,20370.15604796656,723.3049152859653,8,A
53.0,40368.49231161959,641.2683878750933,19,A
44.0,8248.078813170401,684.2237118597707,8,B
38.0,35397.67588822787,704.1921094953842,15,B
39.0,20311.86025896501,642.1243198153696,8,A
41.0,38167.46524380377,663.5765236114249,4,A
51.0,20543.20481805287,675.8237971274599,15,A
55.0,14329.59555442578,678.1627577442339,16,B
33.0,30470.790307934985,573.6166546295343,17,B
38.0,89212.86934435049,539.7592578521707,15,B
26.0,18799.48762525561,787.5036002439888,14,A
35.0,36092.49953192988,618.4341718504485,5,A
29.0,32811.7843103571,836.0623833505348,3,A
56.0,22430.58655892845,709.6399125219987,1,A
30.0,14315.203358137484,730.6008616789247,4,A
53.0,58327.25768980837,617.1728021323912,3,B
38.0,50724.434133316456,679.8441854747342,16,A
36.0,15490.830832828344,661.8901676242265,11,B
52.0,19435.22131250469,708.2971387259477,11,A
44.0,50679.98478939822,717.2176130155358,11,A
32.0,15490.830832828344,610.6675508027613,14,B
50.0,27452.53677274134,602.0200440704908,15,B
19.0,87277.28500961637,702.1398513122432,12,A
48.0,56567.90080809333,696.0437207999915,3,B
37.0,33537.09988579492,618.3804683997223,4,A
71.0,45429.04141930041,624.6049156129855,15,A
45.0,21137.128154463782,772.5423112480842,16,A
32.0,45395.17377083439,729.0842593972252,1,A
44.0,37607.53809361253,652.1268273060879,8,B
39.0,27202.19495657501,618.3804683997223,6,A
58.0,34241.532001439686,595.9908838285231,1,B
34.0,61673.63872754398,699.0372304379679,7,B
45.0,31994.2415979867,699.1279341690099,3,A
32.0,32127.56535457724,727.0126057989473,19,A
50.0,21573.180608159422,589.0141233577879,8,A
42.0,84196.47288704047,481.3637326578046,16,B
43.0,17546.131151274145,606.0357903095934,8,B
36.0,29608.17209127526,607.766589014055,8,B
40.0,27739.546380429707,529.4139481781563,18,A
48.0,50679.98478939822,716.3296856852842,3,A
22.0,41959.42393822443,695.6429628910788,8,B
28.0,36847.93924609455,636.8049779683025,0,A
61.0,90278.03141867345,519.1629401233713,4,B
70.0,21689.70796874952,745.4894857485101,5,A
50.0,21202.564065671715,696.0437207999915,5,A
38.0,45961.90346074045,668.955888923676,3,B
53.0,37028.99759454776,642.1243198153696,16,A
52.0,46109.0567573271,710.3084055946946,15,B
32.0,21022.27925122872,606.5463335155109,6,A
33.0,52163.658741688974,723.2744241823679,3,B
38.0,74142.38476164927,756.2904853479549,8,B
43.0,23127.74949985067,774.1504096097991,12,B
39.0,38583.8461620759,623.9563990784375,9,B
29.0,16639.26967191039,699.5761572385983,10,B
30.0,129918.67753909754,546.6494185414648,13,B
25.0,45440.63523708008,767.3745000567234,17,A
41.0,46140.10323986443,489.8763404449057,17,A
32.0,20836.208583492076,488.8717924107768,16,B
42.0,10868.346303349908,546.6494185414648,9,A
34.0,23127.74949985067,682.7862765862955,19,A
43.0,54632.702733721344,706.9581618392841,1,B
53.0,36092.49953192988,680.1558228556298,18,A
45.0,38769.22706148918,620.9391481944956,19,B
36.0,23221.34033677406,684.6075561380921,15,B
39.0,25436.717475059075,600.111944859343,14,A
26.0,57199.513949536165,649.2964248411542,12,B
30.0,52575.58451008432,600.1967877867557,7,A
23.0,58953.185105757184,598.4506303829581,1,B
36.0,36967.27121789524,740.6944383005361,10,B
40.0,19492.09165620089,697.4843755924453,14,A
35.0,89214.35723961102,642.8962841829999,2,A
15.0,43145.03443730083,794.1393558197717,15,A
58.0,88661.78143996121,567.4082384356122,0,A
50.0,24025.84168207646,677.1900288954163,16,A
25.0,26415.13336572175,592.031115878582,3,B
50.0,51906.4449353065,676.9120750951898,3,A
24.0,31298.902707682424,585.983064271852,3,B
50.0,64466.844403675226,733.5898249963542,1,A
31.0,8389.219872089285,508.5902309648495,6,B
56.0,29560.10239098496,598.4506303829581,13,A
59.0,67776.78373695936,654.9363707240294,17,A
36.0,34241.532001439686,670.0357040208609,19,B
59.0,43319.58328085632,712.6047060572128,16,A
53.0,19708.64879934378,717.2176130155358,7,B
36.0,9543.187073561076,476.3507672163671,7,A
28.0,45783.76828443871,652.8847941438237,12,B
42.0,91007.14853503734,539.8147475583706,13,B
39.0,41743.03780685475,590.0149329372387,14,B
40.0,15490.830832828344,767.836285775166,10,A
32.0,94139.22730930946,638.7209682044465,13,A
51.0,35054.51882199813,652.1268273060879,6,A
34.0,38583.8461620759,676.1607895031452,8,A
30.0,34437.76409508679,599.7212215890569,5,A
66.0,34376.65259089941,784.6868967630418,15,B
38.0,41210.25480848525,539.7592578521707,10,B
35.0,40730.84137193914,771.3434125711399,12,B
43.0,71805.35655206877,698.2121957045199,6,A
59.0,34785.28300257958,845.6104116047134,0,A
35.0,23891.267580588163,550.6595576897286,8,B
66.0,51891.48905054755,632.6219073425059,14,A
